rpm,temperature,load_factor,voltage,current,power_watts,efficiency,motor_temp,anomaly
1248.4,28.2,1.409,226.0,2.596,557.42,84.3,61.0,0
1068.8,33.4,1.24,243.4,2.221,513.63,83.9,60.0,0
344.7,25.3,0.607,232.1,0.838,184.77,84.3,35.1,0
1282.9,40.3,0.938,231.0,2.678,587.47,81.5,70.6,0
279.7,39.3,0.631,229.4,0.615,134.07,82.4,47.3,0
840.8,23.6,1.488,236.0,1.77,396.84,85.8,48.0,0
370.6,31.6,0.833,243.1,0.804,185.64,82.2,41.1,0
214.0,39.4,1.085,226.7,0.633,136.22,83.2,49.0,0
706.4,28.4,1.279,229.5,1.539,335.58,84.5,49.4,0
554.0,35.8,1.421,228.2,1.145,248.19,84.9,53.2,0
783.2,21.3,1.256,233.7,1.638,363.65,84.3,43.4,0
892.6,35.2,1.175,236.1,1.878,421.26,86.4,59.1,0
252.5,23.8,0.966,238.1,0.522,118.01,82.3,33.9,0
347.6,40.8,1.105,233.8,0.702,155.96,85.1,51.9,0
870.4,28.9,0.594,242.6,1.829,421.55,86.1,49.4,0
611.8,27.0,1.384,227.1,1.28,276.1,85.5,44.5,0
1075.0,41.0,1.044,225.8,2.306,494.65,83.3,67.1,0
982.7,21.3,0.54,237.3,2.014,454.15,84.7,43.6,0
1214.7,29.9,1.42,230.6,2.507,549.16,83.0,61.5,0
1031.0,29.3,0.989,223.1,2.02,428.14,84.5,53.6,0
715.9,27.1,1.369,228.4,1.588,344.7,85.1,48.0,0
1007.6,42.8,1.357,231.3,2.14,470.28,83.7,70.5,0
530.5,38.8,1.316,226.8,1.143,246.25,84.1,55.0,0
567.6,21.6,0.561,224.9,1.14,243.66,84.4,33.6,0
1146.8,37.9,0.747,229.0,2.449,532.63,82.8,65.1,0
735.7,33.2,1.376,224.7,1.52,324.47,85.8,53.8,0
1158.1,42.5,1.399,233.2,2.41,533.89,83.9,72.0,0
1186.9,27.8,0.958,220.3,2.478,518.57,84.3,56.5,0
1229.1,34.4,0.94,230.5,2.612,571.85,83.6,63.7,0
1300.0,32.5,0.675,232.6,2.655,586.75,80.8,62.9,0
717.2,32.2,1.468,229.5,1.503,327.82,84.1,53.7,0
582.6,31.4,0.713,235.5,1.227,274.47,86.2,46.7,0
898.6,25.1,0.691,223.1,1.902,403.24,85.7,44.9,0
645.4,38.9,1.161,226.5,1.444,310.75,83.1,58.2,0
921.3,31.3,0.743,228.3,1.842,399.64,85.3,52.7,0
1046.7,44.0,1.439,233.6,2.215,491.49,83.6,75.3,0
1026.1,26.5,0.511,231.1,2.033,446.22,82.4,49.4,0
649.5,37.1,0.506,240.7,1.405,321.41,86.4,53.0,0
400.2,43.5,1.005,226.0,0.915,196.5,83.5,57.2,0
716.6,36.6,0.988,223.0,1.473,312.13,85.1,55.8,0
371.1,41.8,0.663,238.9,0.894,202.91,81.9,53.0,0
1268.1,40.7,0.995,222.8,2.643,559.62,81.7,73.3,0
615.1,29.0,0.912,233.4,1.316,291.81,83.1,45.1,0
385.4,35.0,1.39,225.1,0.866,185.25,84.7,47.4,0
230.5,23.9,0.509,219.7,0.51,106.43,80.1,29.8,0
975.0,33.4,1.476,228.1,2.038,441.7,86.3,61.3,0
964.3,25.8,1.124,234.5,1.973,439.64,83.7,50.2,0
608.7,38.6,0.652,223.9,1.35,287.16,83.4,56.4,0
286.1,33.2,0.547,232.9,0.608,134.51,82.3,42.4,0
691.6,30.3,1.038,233.8,1.439,319.63,84.2,48.6,0
573.5,26.7,0.735,223.6,1.204,255.78,84.6,41.1,0
1012.5,45.0,0.801,228.9,2.181,474.26,83.7,68.8,0
926.9,21.8,0.745,237.9,1.969,445.08,84.5,42.0,0
637.5,21.1,1.15,233.3,1.334,295.57,84.0,39.9,0
461.5,25.4,1.054,228.7,1.062,230.81,84.7,40.6,0
1385.6,44.3,0.578,232.1,2.85,628.32,82.1,73.9,0
744.8,44.5,1.027,226.6,1.543,332.17,85.2,63.0,0
1025.9,36.4,1.291,235.6,2.129,476.45,85.5,62.4,0
368.7,42.0,0.581,235.6,0.877,196.27,83.4,53.3,0
782.7,25.3,1.39,230.6,1.764,386.53,85.2,48.8,0
233.0,44.3,1.078,231.2,0.58,127.43,81.7,54.6,0
806.5,23.6,1.451,225.0,1.681,359.29,84.3,48.6,0
1356.8,22.5,0.648,223.2,2.762,585.83,81.2,51.2,0
661.0,22.8,1.494,228.1,1.381,299.38,85.0,43.3,0
246.8,34.3,1.144,229.6,0.554,120.88,83.0,45.5,0
237.1,39.5,1.067,235.3,0.531,118.8,82.4,50.4,0
665.6,29.2,1.015,234.6,1.407,313.62,85.4,48.4,0
392.0,44.4,0.524,230.9,0.861,188.82,82.2,55.6,0
228.0,30.9,1.44,236.0,0.551,264.92,82.3,43.9,1
1107.5,23.8,1.144,225.3,2.285,488.99,83.7,52.4,0
750.2,31.6,0.592,235.4,1.6,357.72,85.2,48.5,0
547.1,37.0,0.521,226.0,1.146,246.04,84.9,50.1,0
1280.1,40.8,0.551,236.2,2.62,587.96,81.5,67.5,0
339.4,31.5,1.109,229.9,0.757,165.32,83.0,44.8,0
1347.1,34.8,1.114,220.0,2.862,598.16,82.2,68.5,0
576.8,26.7,1.0,233.7,1.206,267.61,85.5,42.0,0
1266.1,36.1,0.807,234.0,2.638,586.65,82.3,65.1,0
923.5,44.6,1.032,227.7,1.906,412.3,84.8,66.5,0
1192.0,21.2,1.016,228.1,2.474,536.13,83.6,50.0,0
1380.8,42.2,0.519,229.2,2.857,622.11,81.1,71.5,0
546.1,34.1,0.782,220.4,1.22,255.32,83.8,47.7,0
1353.4,26.3,0.553,218.2,2.741,568.22,81.4,56.1,0
667.4,43.9,1.4,236.5,1.393,312.97,84.7,66.1,0
662.6,32.1,1.225,225.9,1.379,295.99,86.6,52.3,0
608.5,28.3,1.496,239.3,1.368,311.02,84.5,47.7,0
849.7,24.5,0.802,236.9,1.868,420.34,85.5,45.5,0
385.0,26.1,1.378,237.8,0.907,204.87,83.3,42.6,0
864.5,40.8,1.103,226.7,1.762,379.51,84.7,64.9,0
850.0,35.4,0.953,222.0,1.823,384.43,85.0,56.8,0
1114.3,42.8,0.723,224.6,2.26,482.21,84.8,69.2,0
1200.4,25.8,1.238,227.8,2.471,534.68,83.3,55.0,0
728.5,23.0,1.404,218.1,1.56,763.21,84.8,44.6,1
562.8,20.2,0.735,227.6,1.2,259.55,84.2,35.8,0
511.2,32.7,0.675,229.0,1.092,237.59,83.2,47.3,0
433.5,45.0,1.196,223.5,0.942,199.99,84.7,59.0,0
269.2,37.4,1.477,224.8,0.703,150.04,81.7,51.1,0
610.9,27.7,1.25,228.9,1.286,279.58,86.1,46.3,0
524.3,41.9,0.785,231.8,1.192,262.57,84.5,56.0,0
1359.7,39.5,0.92,225.5,2.737,586.45,83.3,73.2,0
869.3,20.4,0.884,231.5,1.814,398.85,84.8,41.8,0
616.7,40.4,1.352,230.7,1.28,280.55,83.9,58.4,0
896.6,27.5,1.271,230.2,1.842,403.0,85.9,51.1,0
367.0,23.7,1.089,226.7,0.787,169.44,82.6,37.3,0
732.9,25.7,0.775,223.3,1.606,340.77,86.2,43.2,0
951.5,31.7,1.438,238.5,2.072,469.42,85.3,58.8,0
786.7,30.6,1.153,233.2,1.705,377.73,86.5,51.3,0
682.1,27.2,1.47,235.0,1.467,327.48,83.9,48.1,0
1392.6,24.3,1.08,229.6,2.873,626.6,82.4,59.8,0
1256.4,39.1,1.321,229.2,2.681,1393.27,82.2,69.9,1
948.1,44.8,1.313,232.5,2.042,450.86,82.4,68.3,0
883.3,39.4,0.837,220.8,1.849,387.83,85.8,62.7,0
944.8,27.4,1.464,224.4,2.065,440.17,84.8,52.2,0
441.6,26.1,0.522,226.0,0.976,209.58,84.7,36.7,0
674.2,25.4,1.269,227.7,1.449,313.55,84.9,46.0,0
247.4,23.4,1.466,225.6,0.568,121.83,82.0,36.4,0
770.7,33.8,0.839,231.7,1.59,349.84,86.5,51.0,0
851.6,35.1,1.148,230.4,1.779,389.4,85.1,57.6,0
473.3,37.6,1.062,237.0,1.06,238.67,83.5,53.3,0
1356.8,37.0,1.262,242.4,2.856,657.49,81.8,72.5,0
1291.3,27.3,1.366,223.7,2.606,1362.26,82.7,58.7,1
1066.6,28.3,1.103,230.7,2.119,464.53,81.4,56.2,0
840.1,37.0,1.316,230.7,1.735,380.38,85.5,59.8,0
1244.0,28.7,0.812,229.9,2.537,554.14,84.4,58.7,0
356.8,25.3,0.729,224.6,0.835,178.17,83.0,35.1,0
1148.6,29.4,0.931,225.4,2.359,505.18,83.4,56.8,0
349.8,26.8,1.178,231.2,0.798,175.27,83.4,40.1,0
1153.1,22.2,0.687,225.3,2.384,510.11,85.5,49.7,0
530.9,40.8,1.18,230.8,1.11,243.47,84.7,57.8,0
1252.5,41.3,0.894,228.8,2.664,578.98,83.2,70.4,0
1332.9,25.5,1.296,230.7,2.723,596.75,81.8,58.1,0
378.6,21.6,0.537,225.2,0.884,189.06,82.2,33.7,0
755.2,38.5,1.168,230.8,1.601,351.01,85.0,59.7,0
1377.2,25.3,1.15,225.6,2.82,604.43,81.7,58.1,0
780.1,29.8,1.441,230.8,1.607,352.25,83.1,53.2,0
1236.3,21.6,1.213,236.7,2.565,576.69,82.4,53.0,0
906.5,25.7,1.296,231.3,2.016,443.03,86.0,48.9,0
650.4,39.8,1.405,231.6,1.432,314.98,84.5,60.3,0
542.9,40.1,1.175,234.1,1.198,266.47,81.9,55.3,0
443.9,25.2,0.79,223.0,0.919,194.69,85.3,37.4,0
1114.2,28.4,1.37,238.6,2.355,533.75,83.1,56.5,0
663.8,23.4,1.248,224.7,1.421,303.43,84.3,42.7,0
813.5,21.9,0.924,234.4,1.692,376.77,86.1,42.3,0
790.8,44.8,1.211,233.7,1.712,380.07,84.3,66.5,0
892.7,36.4,1.368,225.5,1.799,385.47,82.9,59.2,0
1238.7,33.6,1.476,235.0,2.58,576.03,83.3,65.6,0
1376.9,39.1,1.452,232.5,2.806,619.67,82.5,72.8,0
689.1,41.0,0.825,239.4,1.462,332.55,84.4,61.2,0
1193.0,40.2,0.922,231.0,2.436,534.52,83.3,68.2,0
1117.4,20.4,0.61,229.5,2.253,1120.14,82.8,45.6,1
888.2,24.7,0.748,227.4,1.772,382.82,83.9,46.9,0
1347.3,36.4,1.382,221.3,2.856,600.34,81.7,71.6,0
440.6,29.4,0.861,228.4,0.92,199.56,84.4,41.3,0
331.1,44.6,1.121,228.6,0.732,158.9,82.9,57.4,0
1224.8,36.6,1.166,231.3,2.621,575.95,84.2,67.9,0
727.0,43.9,1.282,222.9,1.59,336.74,86.6,65.0,0
1216.4,25.0,0.683,228.8,2.39,519.54,84.2,52.9,0
1271.7,41.6,0.805,232.9,2.695,596.13,81.2,70.5,0
274.9,28.0,0.948,233.4,0.708,156.91,82.0,38.0,0
1260.2,44.7,0.865,220.7,2.686,563.17,83.8,74.2,0
738.0,23.9,1.483,233.5,1.607,356.62,84.8,45.7,0
812.5,32.9,1.335,228.8,1.67,362.85,83.4,56.7,0
951.9,39.8,0.98,229.1,1.99,433.1,84.2,62.9,0
1311.7,30.8,1.379,218.2,2.651,549.4,80.1,64.8,0
222.9,31.7,0.848,237.5,0.477,107.53,81.4,41.7,0
772.2,44.7,1.286,230.9,1.598,350.47,84.3,66.9,0
1025.3,30.6,0.724,222.3,2.086,440.62,84.1,53.0,0
1067.2,35.1,1.272,231.9,2.241,493.74,85.5,63.4,0
1031.0,21.4,0.956,231.7,2.109,464.27,83.1,46.1,0
361.3,41.1,0.607,236.1,0.77,322.01,82.4,50.8,1
559.3,36.2,0.773,228.5,1.179,255.85,83.3,51.6,0
630.5,30.1,0.902,230.1,1.411,308.41,85.8,48.3,0
1165.3,20.4,1.249,226.8,2.522,543.29,84.8,48.3,0
534.5,34.8,0.573,233.0,1.11,245.67,84.7,48.4,0
452.8,20.3,1.16,226.1,1.001,214.95,84.1,37.2,0
1348.9,20.0,1.216,225.5,2.737,586.35,80.8,52.0,0
210.6,35.4,1.154,229.7,0.553,120.6,81.7,45.2,0
1397.4,24.7,1.261,223.9,2.859,607.98,80.3,58.4,0
1012.2,24.8,0.678,238.0,2.048,462.97,84.6,49.1,0
1194.2,36.3,1.087,239.6,2.579,587.14,83.1,64.4,0
553.5,21.3,1.441,227.7,1.133,245.05,83.8,38.0,0
217.2,27.8,1.111,223.1,0.395,83.72,81.6,38.6,0
1085.4,23.7,1.111,231.7,2.287,503.35,84.9,51.2,0
1201.0,34.5,1.236,227.6,2.48,536.18,85.2,63.5,0
1088.6,36.5,0.833,235.9,2.223,498.14,84.7,62.4,0
371.4,38.0,1.2,226.1,0.977,209.92,85.4,50.2,0
1104.1,26.4,1.416,232.7,2.342,919.2,84.3,56.5,1
1122.7,22.2,0.511,230.6,2.29,501.66,85.7,47.5,0
990.2,22.0,1.37,226.6,2.036,438.23,85.1,47.9,0
1119.3,30.7,0.719,231.2,2.328,511.22,84.2,56.1,0
1215.1,43.6,0.956,234.4,2.435,542.21,83.1,72.3,0
936.3,25.4,1.352,230.4,1.94,424.67,85.1,49.9,0
306.3,26.4,1.324,230.5,0.703,154.02,83.0,40.5,0
785.2,22.5,1.392,225.6,1.673,358.64,83.6,46.3,0
293.2,35.1,1.44,235.7,0.686,153.71,83.1,47.8,0
689.1,37.0,0.947,235.2,1.428,319.06,83.4,55.2,0
688.5,36.1,1.156,227.9,1.517,328.5,85.6,54.5,0
279.2,41.5,0.89,229.4,0.562,122.44,82.9,51.4,0
618.6,32.2,0.851,237.1,1.298,292.33,86.1,49.3,0
333.2,23.4,0.932,224.3,0.71,151.41,82.0,35.9,0
1169.9,27.2,1.243,233.0,2.48,548.94,82.6,56.0,0
1337.2,36.6,1.001,227.2,2.738,591.02,83.2,66.6,0
286.8,35.3,1.314,238.9,0.696,158.06,81.3,46.6,0
1346.1,33.3,1.245,230.3,2.804,613.62,80.8,67.0,0
827.1,37.1,0.52,236.3,1.626,364.91,85.2,56.2,0
559.5,35.9,1.13,226.2,1.208,259.61,84.4,53.8,0
292.2,42.0,0.937,223.8,0.586,124.61,82.6,52.6,0
800.7,34.7,0.957,228.8,1.702,369.89,85.5,57.1,0
1153.4,39.5,1.318,231.3,2.376,522.06,84.3,67.5,0
1048.5,26.2,1.048,227.4,2.235,482.91,84.3,49.9,0
260.3,37.0,1.386,233.8,0.618,137.2,82.1,50.4,0
287.5,42.6,1.213,229.0,0.64,139.13,82.3,53.6,0
683.4,29.6,1.053,219.6,1.509,314.83,84.9,48.7,0
554.3,39.5,1.255,232.8,1.167,258.12,83.0,57.0,0
478.9,38.1,0.538,225.6,1.067,228.77,84.7,50.7,0
537.2,21.5,0.527,228.2,1.146,248.35,85.4,34.4,0
1164.2,34.5,0.583,237.8,2.374,536.19,84.3,59.8,0
1315.1,23.3,0.938,238.9,2.633,597.59,82.9,53.2,0
686.1,44.2,0.735,227.1,1.515,326.95,83.9,62.2,0
1287.3,40.3,1.484,232.9,2.714,600.5,81.2,74.2,0
585.8,22.7,1.042,227.2,1.208,260.75,85.4,39.4,0
771.7,23.0,1.162,228.6,1.637,355.42,85.0,43.7,0
471.2,34.9,0.779,227.0,1.067,229.98,84.1,48.7,0
968.6,28.6,0.822,221.4,2.012,423.24,84.9,50.6,0
1374.8,20.9,0.835,230.5,2.824,618.35,82.0,54.5,0
924.2,33.5,1.199,231.4,1.993,438.3,85.5,58.5,0
629.4,29.7,0.974,226.6,1.414,304.45,84.6,47.0,0
977.4,22.5,1.018,235.4,2.022,452.3,82.8,48.0,0
347.5,40.0,1.092,227.8,0.723,156.43,83.6,53.1,0
1266.4,42.9,1.269,226.8,2.574,554.62,83.4,74.8,0
803.7,38.9,0.59,232.6,1.641,362.73,83.7,56.1,0
739.2,40.6,1.277,222.3,1.536,324.38,83.8,62.1,0
903.0,25.4,1.063,234.5,1.801,401.17,85.8,50.2,0
949.7,26.6,1.169,228.0,2.077,449.84,85.9,50.9,0
286.1,25.2,0.828,234.9,0.665,148.48,79.7,36.0,0
1019.1,39.1,0.909,236.4,2.097,470.96,85.0,64.9,0
490.3,43.7,0.731,233.2,1.059,393.43,83.8,57.5,1
1056.7,37.9,1.479,225.9,2.136,458.49,84.4,66.6,0
1187.0,42.0,0.997,223.7,2.524,536.46,83.6,71.3,0
1164.8,36.0,1.496,222.8,2.343,1082.79,82.9,67.2,1
863.0,29.7,0.99,235.5,1.831,409.6,85.6,53.8,0
824.2,30.6,0.72,229.3,1.623,353.61,84.3,51.7,0
371.5,21.9,1.007,227.0,0.794,171.33,83.9,35.1,0
1130.4,20.8,0.54,229.3,2.371,516.52,84.9,47.1,0
525.7,37.4,1.405,235.4,1.077,240.92,83.4,55.6,0
796.0,31.0,1.319,233.9,1.682,373.63,84.2,51.4,0
541.1,33.8,1.226,232.2,1.209,266.63,84.4,50.6,0
360.6,33.9,1.11,233.2,0.834,184.72,84.6,46.1,0
955.5,26.9,1.08,230.9,1.995,437.7,84.2,51.8,0
265.2,31.9,1.497,231.5,0.662,145.58,81.7,44.1,0
1098.4,31.8,0.778,231.1,2.237,491.11,84.4,58.2,0
581.1,29.7,1.28,230.0,1.353,295.53,85.2,47.3,0
200.2,40.5,1.081,233.8,0.414,92.02,81.9,51.6,0
813.4,31.3,1.476,231.8,1.79,394.16,85.0,56.6,0
256.2,35.1,1.328,225.6,0.623,133.61,81.7,45.4,0
531.4,42.4,1.499,232.6,1.211,267.64,84.6,60.8,0
1048.4,41.7,1.088,231.2,2.233,490.43,81.2,67.6,0
275.2,42.3,0.705,233.1,0.656,145.18,84.1,51.5,0
1207.2,26.8,1.004,229.5,2.451,534.29,83.2,56.5,0
204.6,20.9,1.211,234.1,0.476,105.9,81.6,29.7,0
496.2,26.5,1.274,229.7,1.01,220.4,86.2,41.8,0
1089.1,27.0,0.501,233.6,2.215,491.65,83.4,50.4,0
579.5,42.7,1.005,227.7,1.268,274.34,86.8,58.8,0
322.3,36.2,0.735,228.1,0.748,162.04,83.5,45.8,0
632.3,22.0,1.375,233.0,1.375,304.35,85.2,42.4,0
524.5,23.4,0.653,228.3,1.017,220.66,84.9,37.4,0
1211.3,23.9,1.166,241.0,2.477,567.09,82.5,53.1,0
576.0,35.8,0.766,232.8,1.193,263.88,82.8,50.8,0
1146.7,38.4,0.857,230.1,2.309,504.82,82.6,63.2,0
1270.2,41.5,1.441,234.1,2.612,580.94,83.9,76.1,0
720.6,43.5,0.74,227.6,1.522,329.03,84.0,61.6,0
1291.9,25.0,0.595,234.6,2.709,603.87,80.9,54.8,0
652.8,27.7,0.569,234.5,1.314,292.72,84.7,44.4,0
1356.9,26.0,1.005,236.3,2.734,613.56,82.5,58.1,0
307.1,29.0,1.142,227.8,0.67,145.07,82.6,38.4,0
1024.4,42.9,0.827,223.9,2.15,457.28,85.1,66.9,0
792.6,34.4,1.19,226.9,1.74,375.2,86.2,56.5,0
665.2,38.5,0.561,228.6,1.393,302.41,85.4,54.6,0
959.3,32.3,1.357,238.3,1.946,440.69,84.6,59.3,0
1044.6,20.7,1.317,241.0,2.114,483.99,83.9,48.2,0
205.2,21.6,1.485,231.7,0.516,113.54,82.2,35.0,0
400.3,33.4,1.437,230.0,0.956,208.87,83.7,47.6,0
1055.7,38.0,0.856,228.3,2.283,495.01,83.5,63.9,0
999.7,25.4,0.899,234.1,2.011,447.18,85.9,48.8,0
1359.3,38.0,1.246,240.9,2.826,646.82,82.1,72.4,0
1113.2,40.3,0.634,238.9,2.247,510.02,84.7,64.9,0
1340.9,30.3,0.814,235.7,2.708,606.32,81.7,59.4,0
1043.0,38.7,0.619,235.6,2.107,471.51,85.5,61.1,0
557.7,30.1,0.955,234.2,1.176,261.71,82.8,45.6,0
326.4,37.0,1.052,229.8,0.698,152.43,84.4,50.3,0
1138.2,39.1,0.711,226.3,2.475,532.12,81.9,66.2,0
973.0,44.8,0.527,229.9,1.994,435.51,83.3,67.3,0
257.8,28.6,1.219,232.1,0.655,322.89,82.3,39.8,1
632.1,30.3,0.52,222.7,1.287,272.41,84.2,44.4,0
1348.2,24.1,1.473,229.2,2.906,632.8,81.7,57.5,0
800.5,25.1,0.722,225.9,1.679,360.3,84.5,44.2,0
719.3,37.3,1.164,235.1,1.576,351.93,84.2,56.9,0
749.2,42.9,0.935,227.3,1.559,336.48,85.3,61.9,0
450.7,29.9,0.56,231.6,1.008,221.82,83.7,40.7,0
642.4,24.5,0.972,226.5,1.375,295.81,85.6,42.2,0
643.8,27.1,1.017,238.0,1.347,304.44,84.8,44.3,0
262.8,31.4,1.355,221.5,0.571,120.1,81.7,44.5,0
1121.1,27.3,1.232,232.4,2.319,511.98,84.7,57.0,0
699.8,25.8,0.579,223.6,1.438,305.53,83.1,43.3,0
1186.6,38.4,0.709,227.5,2.491,538.16,80.9,66.2,0
1220.4,20.2,0.812,231.0,2.49,546.51,81.6,47.1,0
454.4,33.5,0.616,231.3,0.877,192.69,83.5,47.9,0
988.8,39.8,0.957,231.1,2.098,460.62,85.0,64.1,0
766.7,26.7,1.484,230.8,1.699,372.46,82.3,50.2,0
1256.2,35.1,1.015,226.8,2.515,541.84,82.9,66.1,0
458.9,36.7,1.242,229.2,1.107,240.98,83.5,51.1,0
1013.4,36.4,1.183,230.2,2.192,479.3,84.7,61.9,0
929.3,31.1,1.35,231.0,1.926,422.55,82.9,56.9,0
554.4,28.7,0.716,229.7,1.117,243.79,87.0,41.8,0
363.9,40.9,1.254,233.6,0.884,196.24,83.1,54.4,0
982.0,39.0,1.381,230.5,2.003,438.65,83.5,63.1,0
1086.3,28.0,0.672,231.0,2.201,482.98,84.3,53.1,0
578.8,22.6,0.847,228.1,1.157,250.63,86.0,39.8,0
973.8,21.8,1.47,224.7,2.043,436.22,83.4,48.6,0
674.2,22.4,1.281,230.8,1.508,330.59,83.3,40.8,0
1055.8,34.6,0.783,236.0,2.204,494.25,84.2,59.0,0
439.1,21.3,1.064,232.2,1.004,221.38,83.7,36.0,0
1268.3,28.4,0.904,225.9,2.593,556.41,83.5,58.5,0
544.9,38.8,0.99,234.1,1.183,263.06,85.8,55.1,0
641.3,27.4,0.855,228.3,1.291,280.13,85.5,44.3,0
269.7,39.1,0.779,233.6,0.613,135.94,80.8,47.6,0
333.8,38.6,1.175,228.2,0.728,157.73,81.8,51.3,0
819.0,26.1,1.279,231.8,1.72,378.73,84.2,49.0,0
521.1,38.2,1.374,227.4,1.138,245.78,85.0,56.5,0
1202.6,38.7,0.655,227.5,2.461,531.94,84.0,65.6,0
217.6,29.9,1.323,222.2,0.637,134.39,82.9,41.0,0
654.9,25.3,0.755,232.6,1.461,322.83,85.3,42.0,0
604.8,33.0,0.927,231.9,1.36,299.51,84.0,52.0,0
223.2,43.0,1.401,232.1,0.649,143.18,81.5,53.8,0
349.2,36.0,0.955,231.4,0.853,187.53,81.5,47.4,0
696.4,24.3,0.697,226.2,1.451,311.75,85.5,40.8,0
791.4,37.1,0.66,234.8,1.647,367.36,84.4,57.5,0
685.1,30.7,0.973,235.0,1.461,326.21,86.1,50.6,0
837.1,34.8,1.263,226.1,1.762,378.32,85.6,57.6,0
914.2,38.4,1.497,232.7,1.89,417.64,86.8,65.3,0
211.9,32.9,1.287,234.4,0.536,119.32,82.0,43.9,0
756.9,40.3,1.377,227.6,1.545,334.07,85.4,63.1,0
1356.2,38.1,1.248,228.5,2.82,612.15,81.7,70.4,0
822.8,35.4,1.395,232.7,1.701,376.0,84.6,59.0,0
1013.1,23.8,0.576,222.4,2.075,438.42,84.3,48.8,0
574.2,40.9,1.43,224.6,1.27,271.02,85.5,61.0,0
1128.8,43.4,0.896,225.1,2.328,497.76,82.6,71.3,0
1127.5,23.4,1.422,221.0,2.267,476.1,84.0,54.0,0
825.6,32.2,0.576,235.4,1.653,369.63,83.3,54.0,0
1371.2,26.5,1.215,220.1,2.853,596.35,82.1,60.8,0
350.7,38.9,1.236,231.7,0.774,170.4,82.5,51.4,0
220.3,38.0,1.497,234.1,0.582,129.32,82.1,51.1,0
1124.2,23.5,1.269,228.5,2.336,507.12,83.2,52.3,0
1168.6,41.9,0.883,226.7,2.413,519.65,83.4,70.2,0
344.2,24.5,1.057,231.2,0.783,172.01,83.6,36.8,0
518.7,39.9,0.867,230.0,1.087,237.5,84.3,53.9,0
221.1,31.4,0.696,235.0,0.528,117.97,83.2,39.6,0
552.0,28.2,0.749,216.9,1.149,236.63,83.9,44.0,0
1127.8,24.0,0.722,225.4,2.442,523.01,83.4,50.9,0
821.6,24.2,1.049,232.8,1.663,829.6,86.2,46.3,1
617.7,36.5,1.406,230.3,1.324,289.7,84.3,55.7,0
646.1,33.8,1.413,233.8,1.381,306.62,84.3,52.1,0
201.6,23.1,0.555,231.3,0.386,84.92,81.8,29.8,0
559.8,22.8,0.58,229.3,1.208,263.09,84.3,37.5,0
975.8,21.8,0.745,228.5,1.989,431.77,84.4,42.9,0
1369.0,38.6,0.755,241.6,2.695,618.72,81.1,69.7,0
1216.5,37.8,0.595,237.7,2.535,572.44,84.6,65.0,0
228.3,21.5,0.888,232.5,0.491,108.37,81.6,29.6,0
1278.3,34.0,1.088,230.4,2.64,577.76,82.2,65.8,0
1139.8,22.1,1.078,232.7,2.39,528.22,83.5,51.2,0
1136.5,42.6,1.043,234.1,2.349,522.58,84.2,72.4,0
749.6,42.7,0.839,232.1,1.565,345.1,86.4,61.8,0
677.6,37.5,1.206,226.2,1.576,800.62,84.7,58.3,1
563.5,43.2,1.326,238.9,1.129,256.21,83.6,60.2,0
278.8,40.3,0.846,231.2,0.576,126.52,84.2,49.7,0
473.9,40.7,0.586,240.1,0.963,219.66,84.1,53.8,0
495.9,34.2,0.796,230.9,1.155,253.47,84.0,47.5,0
780.9,27.7,0.637,228.8,1.589,345.36,85.1,46.3,0
1096.9,25.4,0.967,236.9,2.28,513.1,82.9,53.1,0
768.6,28.2,0.656,231.5,1.574,346.26,84.9,46.8,0
269.4,35.7,0.963,230.7,0.653,143.06,82.9,45.0,0
1349.3,24.3,0.721,224.0,2.758,586.99,83.2,54.3,0
1331.3,26.5,1.239,233.3,2.764,612.51,81.8,59.0,0
1142.2,31.7,0.528,227.5,2.407,520.27,84.0,57.8,0
1389.6,25.8,1.055,227.8,2.88,623.1,82.8,58.6,0
853.4,34.7,0.669,227.5,1.738,375.75,85.0,52.7,0
1355.3,43.1,0.501,232.2,2.794,616.4,82.6,73.5,0
290.7,38.7,1.369,222.3,0.81,170.98,82.8,52.0,0
638.8,36.7,1.172,228.9,1.401,304.74,84.1,54.2,0
470.5,34.6,0.599,234.9,1.013,226.06,83.0,45.8,0
435.0,32.2,1.164,223.8,0.892,189.6,84.7,48.1,0
369.0,24.7,1.112,230.9,0.854,187.39,80.5,37.4,0
946.9,42.4,0.973,226.8,2.028,437.13,84.1,66.9,0
1137.6,26.2,0.919,228.0,2.363,511.78,82.5,52.9,0
894.0,22.3,1.387,238.3,1.885,426.75,86.0,47.8,0
376.4,38.8,0.745,221.7,0.97,204.41,84.6,49.1,0
1173.3,24.4,0.898,233.8,2.459,546.18,82.9,52.8,0
963.1,29.3,0.829,227.6,2.059,445.23,87.5,53.1,0
665.8,20.7,1.271,227.4,1.419,516.17,86.2,38.3,1
1009.0,23.4,1.416,224.4,2.106,448.95,84.8,50.8,0
511.9,24.3,1.35,233.8,1.147,254.77,85.7,40.6,0
614.2,21.4,1.298,229.0,1.308,284.63,84.0,41.2,0
1301.0,36.4,1.487,228.4,2.71,588.09,82.2,70.1,0
548.6,40.9,1.197,230.5,1.221,267.46,84.8,57.6,0
764.0,29.3,1.251,229.1,1.594,347.05,84.3,52.4,0
1268.2,41.9,1.483,220.0,2.663,556.63,81.5,72.7,0
1049.3,25.3,0.507,227.5,2.153,896.14,83.4,50.8,1
